40.0777 -0.00313653
40.2535 -0.00549815
40.3423 -0.00933579
40.4867 -0.00549815
40.5421 0.00247232
40.656 0.0098524
40.7116 0.0172325
40.8267 0.0216605
41.0037 0.0157565
41.0938 0.00867159
41.1257 0.00099631
41.1862 -0.00490775
41.2461 -0.00933579
41.3646 -0.0143542
41.4796 -0.0099262
41.5354 -0.00313653
41.5906 0.00542435
41.6165 0.0142804
41.7301 0.0225461
41.7923 0.0119188
41.883 0.00306273
41.9145 -0.00343173
41.9168 -0.009631
42.0653 -0.0173063
42.1502 -0.0102214
42.2933 -0.00284133
42.3498 0.00217712
42.438 0.000110701
42.585 -0.00313653
42.6724 -0.00313653
42.7609 -0.00579336
42.908 -0.009631
42.9943 -0.00638376
43.0506 -0.000774908
43.1357 0.00571956
43.2209 0.0119188
43.2768 0.0184133
43.3625 0.0234317
43.4515 0.0190037
43.6014 0.00778598
43.6634 -0.00225092
43.7829 -0.0102214
43.8718 -0.0143542
44.0164 -0.011107
44.0997 0.000405904
44.1255 0.0095572
44.2099 0.0181181
44.2666 0.0225461
44.3576 0.0128044
44.3893 0.00571956
44.4216 -0.00284133
44.4824 -0.009631
44.6307 -0.0167159
44.6871 -0.0114022
44.7718 -0.00372694
44.8866 0.00129151
45.004 -0.00107011
45.0921 -0.00284133
45.2674 -0.00372694
45.4151 -0.00904059
45.5584 -0.00225092
45.7012 0.00601476
45.7571 0.0125092
45.8421 0.0192989
45.9282 0.0231365
46.0476 0.0154613
46.1384 0.00630996
46.1701 -0.000774908
46.2896 -0.00874539
46.4374 -0.0143542
46.5517 -0.00785978
46.607 0.000405904
46.6626 0.00778598
46.6896 0.01369
46.7745 0.0207749
46.8649 0.0128044
46.9558 0.00335793
46.9882 -0.00549815
47.0784 -0.0131734
47.1382 -0.0173063
47.2523 -0.0102214
47.3082 -0.00372694
47.4228 0.00188192
47.482 -0.000479705
47.6869 -0.00284133
47.8924 -0.00667897
47.9807 -0.00904059
48.0947 -0.00195572
48.2079 0.00749077
48.3219 0.0145756
48.4072 0.0207749
48.4357 0.0225461
48.5551 0.0148708
48.7053 0.00276753
48.7962 -0.00667897
49.0027 -0.0134686
49.0879 -0.00726937
49.1718 0.00247232
49.2265 0.0125092
49.311 0.0204797
49.4011 0.0133948
49.4636 0.00188192
49.5257 -0.00845018
49.6746 -0.0170111
49.7889 -0.0108118
49.8443 -0.00284133
49.9302 0.00158672
