-3.017,0.142635
-2.43325,0.118855
-2.27382,0.113187
-2.00952,0.0984974
-1.95739,0.092863
-1.74492,0.084931
-1.48062,0.0702411
-1.37575,0.0612193
-1.3212,0.064573
-1.10994,0.0521469
-1.10904,0.0555174
-1.00446,0.0453722
-0.898379,0.0408444
-0.580435,0.0261377
-0.421011,0.0204695
-0.315231,0.0148183
-0.104273,0.00126876
0.217889,0.002291
0.486408,0.00333012
0.754325,0.00212223
0.968899,0.00205473
1.29287,0.00981797
1.4541,0.0108908
1.5635,0.0187216
1.77958,0.0242716
2.1575,0.0331415
2.37388,0.039815
2.48448,0.0521397
2.58936,0.043118
2.6436,0.0453481
2.753,0.0531788
2.85878,0.0475276
2.96878,0.0576053
3.23489,0.0496564
3.5022,0.0462016
3.55856,0.0562962
3.77072,0.0472407
4.25351,0.0470888
4.25472,0.0515828
4.84389,0.0480266
5.00573,0.0513465
5.32698,0.0489983
5.75402,0.0409987
5.75613,0.0488632
6.28925,0.036336
6.45229,0.0441498
7.03906,0.0316057
7.14695,0.0338189
7.89464,0.0212242
7.9507,0.0301953
8.37804,0.0233193
8.64565,0.0209879
8.64716,0.0266054
9.02085,0.0197462
9.23483,0.0174317
9.34211,0.017398
9.77006,0.012769
10.0925,0.0149147
10.1459,0.0137743
10.4141,0.01369
10.5729,0.00577482
11.163,0.00558917
11.8603,0.00536978
12.2889,0.00298776
12.5577,0.00515038
13.1475,0.00384124
13.8982,0.00248147
14.7565,0.00221144
15.7218,0.00078416
16.2582,0.000615394
16.6337,0.000497258
16.9559,0.0015195
17.8675,0.000109095
18.7255,-0.00128443
19.5302,-0.00153758
19.8526,0.000608161
