-3.02123,0.142684
-2.43906,0.117667
-2.12242,0.100632
-2.01657,0.0960836
-1.80518,0.0858568
-1.48824,0.0699516
-1.32946,0.0631289
-1.11776,0.0540319
-0.959294,0.0460794
-0.907579,0.0392857
-0.589427,0.0279
-0.483881,0.0222216
-0.32541,0.014269
-0.219258,0.0108504
-0.114922,0.000652634
0.152725,0.000580052
0.473901,0.000492953
0.74185,0.00155023
0.955664,0.000362306
1.06242,-0.000796589
1.22361,0.00141959
1.33067,0.00139055
1.3836,-0.000883687
1.59832,0.00131797
1.81274,0.00238977
2.13361,0.00117281
2.40126,0.00110022
2.50892,0.00333091
2.56154,-7.3187e-005
2.72274,0.00214299
2.88363,0.0032293
2.99099,0.00433013
3.2048,0.0031422
3.41922,0.004214
3.741,0.00638662
4.22367,0.00964556
4.2763,0.00624146
4.28204,0.0277088
4.81552,0.0207845
4.9749,0.0162215
5.08317,0.0207119
5.35293,0.0285484
5.46059,0.030779
5.4615,0.0341686
5.72552,0.0205377
5.72854,0.0318363
5.89034,0.0363122
6.31797,0.0339364
6.42715,0.0418164
6.47886,0.0350227
6.96123,0.0371518
7.12242,0.0393679
7.17474,0.034834
7.17686,0.042743
7.60449,0.0403671
7.87123,0.036905
7.92597,0.0414099
7.98071,0.0459148
8.3539,0.0401639
8.56771,0.038976
8.67628,0.0445963
9.04978,0.0399752
9.31682,0.0376429
9.37277,0.0466673
9.74506,0.0375268
9.90534,0.0363534
9.96008,0.0408583
10.068,0.0442188
10.4412,0.0384679
10.6529,0.029371
11.0815,0.0303847
11.1353,0.0315
11.83,0.0267919
12.2017,0.0153916
13.1114,0.014015
13.9137,0.0115375
14.7692,0.00791568
15.6786,0.00540918
16.2666,0.00185992
16.5345,0.0029172
16.856,0.00395996
17.926,0.00140991
18.6751,7.68161e-005
19.5318,0.000974415
19.7454,-0.00134337
19.8001,0.00316156
