40.032 -0.00932584
40.096 -0.01
40.112 -0.0106742
40.16 -0.0108989
40.208 -0.0110112
40.272 -0.0110112
40.336 -0.0113483
40.384 -0.0117978
40.432 -0.0121348
40.528 -0.0119101
40.576 -0.011236
40.608 -0.0104494
40.672 -0.00988764
40.736 -0.00921348
40.88 -0.00696629
40.944 -0.00460674
41.056 -0.00191011
41.104 -0.000337079
41.168 0.00269663
41.248 0.00539326
41.328 0.00786517
41.392 0.01
41.44 0.0120225
41.52 0.0134831
41.584 0.0146067
41.696 0.0150562
41.808 0.0141573
41.872 0.0122472
41.92 0.0102247
41.984 0.00842697
42.032 0.00685393
42.08 0.00516854
42.128 0.00325843
42.176 0.00146067
42.224 -0.000449438
42.256 -0.00191011
42.304 -0.00325843
42.352 -0.00460674
42.416 -0.00595506
42.464 -0.00719101
42.512 -0.00831461
42.544 -0.00932584
42.592 -0.0102247
42.624 -0.0107865
42.704 -0.011236
42.784 -0.0113483
42.848 -0.0116854
42.928 -0.0119101
43.056 -0.0114607
43.136 -0.0107865
43.2 -0.00977528
43.264 -0.00876404
43.344 -0.00786517
43.424 -0.00640449
43.488 -0.00449438
43.568 -0.00247191
43.648 0.000337079
43.696 0.00235955
43.76 0.0047191
43.84 0.00775281
43.92 0.0107865
44 0.0129213
44.08 0.0144944
44.192 0.0151685
44.32 0.0142697
44.4 0.0122472
44.448 0.0104494
44.512 0.00831461
44.56 0.00640449
44.624 0.0041573
44.688 0.00157303
44.736 -0.00011236
44.816 -0.00213483
44.864 -0.00404494
44.944 -0.0058427
45.008 -0.00730337
45.056 -0.00831461
45.104 -0.0094382
45.2 -0.0102247
45.312 -0.0108989
45.424 -0.0110112
45.584 -0.0104494
45.696 -0.00966292
45.776 -0.00808989
45.84 -0.00696629
45.904 -0.0058427
45.984 -0.00438202
46.032 -0.00247191
46.112 -6.93889e-18
46.16 0.00202247
46.24 0.00393258
46.272 0.00573034
46.336 0.00775281
46.384 0.0104494
46.464 0.0131461
46.544 0.0147191
46.64 0.0158427
46.752 0.0162921
46.848 0.0148315
46.928 0.0130337
46.992 0.0111236
47.024 0.00932584
47.088 0.00707865
47.168 0.00460674
47.2 0.00258427
47.248 0.000674157
47.328 -0.00179775
47.392 -0.00393258
47.456 -0.0058427
47.52 -0.00775281
47.584 -0.0088764
47.648 -0.00988764
47.728 -0.0107865
47.776 -0.0113483
47.872 -0.011573
47.984 -0.0113483
48.112 -0.0110112
48.224 -0.00988764
48.288 -0.0088764
48.368 -0.00764045
48.432 -0.00617978
48.496 -0.0047191
48.576 -0.00269663
48.608 -0.00101124
48.656 0.000898876
48.704 0.00258427
48.768 0.00438202
48.816 0.00629213
48.864 0.00831461
48.928 0.0105618
48.96 0.0122472
49.024 0.0134831
49.104 0.0146067
49.248 0.015618
49.344 0.0144944
49.44 0.0120225
49.52 0.00988764
49.552 0.00797753
49.616 0.00606742
49.664 0.00404494
49.712 0.00235955
49.776 0.000337079
49.824 -0.00134831
49.888 -0.00314607
49.952 -0.0047191
