-0.967106,0.0607765
-0.872372,0.0615594
-0.594821,0.0582343
-0.322974,0.0500461
-0.143009,0.0435065
-0.0866121,0.051598
0.185235,0.0434098
0.32211,0.0401262
0.410191,0.0352353
0.593957,0.0319379
0.870557,0.0278023
1.10312,0.0261121
1.38447,0.0260291
1.61608,0.0235284
1.84864,0.0218382
2.12809,0.0201342
2.59416,0.0175644
3.01429,0.0158189
3.5282,0.0140457
3.99427,0.0114759
4.55507,0.00968892
5.02209,0.0079296
5.53791,0.00777752
6.05182,0.00600438
6.4729,0.00506942
7.0356,0.00490351
7.87966,0.00465465
9.00507,0.00432283
9.89507,0.00324961
11.254,0.00203814
11.9574,0.00183075
12.988,0.000716055
13.9728,0.000425716
15.0532,0.00172879
15.7566,0.0015214
15.9891,-0.000168789
16.9748,0.000351403
19.1338,0.00133648
19.8362,0.000318567
