-1.07338,0.0476933
-0.890196,0.0429506
-0.850852,0.0348873
-0.666409,0.0314866
-0.578279,0.0254248
-0.444511,0.0180096
-0.355123,0.0132898
-0.177604,0.00250826
0.0468117,-0.00828476
0.0537362,-0.000903901
0.183727,-0.012345
0.23755,-0.00497561
0.369429,-0.0144038
0.41255,-0.0184411
0.607065,-0.0111061
0.795284,-0.0104809
0.886562,-0.0131877
0.894745,-0.00446486
1.32123,0.000129047
1.55761,0.00208478
1.69956,0.00339242
1.8903,0.00670158
2.12478,0.00664435
2.36242,0.00994206
2.59691,0.00988483
2.97461,0.0124772
3.34916,0.0117147
3.49048,0.0123513
3.95883,0.0115659
4.47407,0.010769
4.98994,0.0106431
5.50707,0.0118592
6.02106,0.0097203
6.48878,0.00826387
6.95712,0.00747843
7.84944,0.00860294
8.92808,0.0083397
9.9123,0.00742836
11.2736,0.00843842
11.9283,0.00626522
12.96,0.00601342
13.9911,0.00509063
15.0235,0.00550982
15.727,0.00533814
16.0534,0.00324506
16.9444,0.0030276
17.0395,0.00434668
19.1499,0.00383164
