33.0309 -0.00263959
33.2034 -0.00994924
33.3978 -0.0123858
33.5558 -0.0035533
33.7237 0.0135025
33.9058 0.0153299
34.08 -0.000812183
34.2636 -0.00629442
34.4329 0.00284264
34.6263 0.00588832
34.7984 0.000406091
34.9584 -0.00111675
35.1303 -0.00538071
35.3255 -0.0123858
35.4959 -0.0084264
35.6757 0.00588832
35.8332 0.0171574
36.0174 0.00832487
36.2028 -0.00659898
36.3845 -0.00263959
36.554 0.00619289
36.7144 0.0022335
36.9088 -0.000203046
37.0804 -0.00294416
37.2301 -0.0105584
37.4244 -0.0123858
37.6164 -0.00203046
37.7844 0.0141117
37.9441 0.0141117
38.1184 -0.00294416
38.313 -0.00659898
38.4821 0.00406091
38.653 0.00497462
38.8252 -0.000812183
39.0192 -0.000812183
