-2.88241,0.142359
-2.40621,0.116742
-1.98251,0.0962302
-1.44987,0.0875389
-1.34093,0.099359
-1.28842,0.0942529
-1.02134,0.0941443
-0.917228,0.0788477
-0.809191,0.0855834
-0.54272,0.0820852
-0.492021,0.0668103
-0.437701,0.071873
-0.276249,0.0785869
-0.226153,0.0599225
-0.0115883,0.06492
-0.00977765,0.0750887
0.202071,0.0648331
0.521354,0.0579235
0.788429,0.0578149
1.0546,0.0526219
1.21303,0.0423879
1.37448,0.0491019
1.53382,0.0439523
1.63975,0.0388245
1.74658,0.0387811
1.85371,0.0404324
2.2255,0.0284167
2.38605,0.0300464
2.5988,0.0248751
2.75814,0.0197255
2.9715,0.0179438
2.97271,0.024723
3.23857,0.0178352
3.55997,0.0227892
3.82554,0.0142066
4.35999,0.0156841
4.94634,0.00866589
5.05348,0.0103172
5.42647,0.00508076
5.80098,0.00831824
5.96123,0.00825306
6.33483,0.00640617
6.5494,0.0114036
7.02953,0.0078185
7.24258,0.004342
7.72422,0.00923082
7.88417,0.00747085
7.99009,0.00234301
8.41801,0.00555877
8.68509,0.00545013
9.11301,0.00866589
9.43259,0.00345115
9.75339,0.00501557
9.91333,0.00325559
10.1273,0.00486348
10.4481,0.0064279
10.608,0.00466792
11.1956,0.00442891
11.8903,0.00584124
12.317,0.00227783
12.5841,0.00216919
13.1716,0.00193018
13.9732,0.00329905
14.8278,0.0029514
15.7893,0.0025603
16.3237,0.00403781
16.5908,0.00392917
16.8048,0.00553705
17.8193,0.00342942
18.6737,0.00138698
19.4752,0.00275585
19.796,0.00432027
