-3.02153,0.141554
-2.49229,0.118811
-2.27968,0.113104
-2.0698,0.097228
-2.01718,0.0938239
-1.75256,0.0824527
-1.38269,0.0642733
-1.38118,0.0699226
-1.22452,0.0551908
-1.11837,0.0517722
-1.06605,0.0472383
-0.959898,0.0438196
-0.643561,0.0256548
-0.538015,0.0199764
-0.379544,0.0120238
-0.168451,0.000667151
0.0991955,0.000594568
0.313313,0.000536503
0.741547,0.000420371
0.955664,0.000362306
1.33037,0.000260691
1.65155,0.000173592
2.13331,4.29444e-005
2.34743,-1.51213e-005
2.45479,0.00108571
2.88272,-0.000160285
3.2042,0.000882477
3.41831,0.000824412
3.52507,-0.000334483
3.73949,0.000737313
4.27448,-0.000537712
4.80977,-0.000682877
4.97066,0.000403436
5.3986,-0.000842557
5.71977,-0.000929656
5.88066,0.000156656
6.25597,0.00231476
6.41626,0.00114135
6.95246,0.00438577
7.16567,0.000938124
7.22011,0.00431319
7.64985,0.00984637
7.86276,0.00526886
7.86397,0.0097883
7.97254,0.0154086
8.34724,0.015307
8.56015,0.0107295
8.61489,0.0152344
8.9905,0.0185223
9.31017,0.0127859
9.36642,0.0229402
9.68759,0.0228531
9.90383,0.030704
10.0626,0.0238813
10.0641,0.0295306
10.4388,0.029429
10.6021,0.0395542
11.1356,0.0326299
11.7792,0.0369751
12.2092,0.0436382
12.476,0.040176
13.1192,0.0433914
13.8677,0.0397986
14.723,0.0350469
15.6853,0.0302661
16.2188,0.0233418
16.5387,0.0187353
16.8611,0.0231676
17.8228,0.0161271
18.6778,0.0102456
19.4795,0.00550838
19.7487,0.0110851
19.801,0.00655114
