1.98799837	-0.00942740
2.01784539	-0.00950605
2.04769230	-0.00950605
2.07753921	-0.00950605
2.10738611	-0.00934875
2.13723302	-0.00934875
2.16707993	-0.00950605
2.19692707	-0.00934875
2.22677398	-0.00934875
2.25662088	-0.00927010
2.28646779	-0.00934875
2.31631470	-0.00934875
2.34616184	-0.00934875
2.37600899	-0.00934875
2.40585589	-0.00934875
2.43570280	-0.00934875
2.46554971	-0.00958470
2.49539661	-0.00958470
2.52524376	-0.00942740
2.55509067	-0.00950605
2.58493757	-0.00934875
2.61478448	-0.00950605
2.64463139	-0.00950605
2.67447853	-0.00934875
2.70432544	-0.00934875
2.73417234	-0.00934875
2.76401925	-0.00974200
2.79386616	-0.00958470
2.82371330	-0.00966335
2.85356021	-0.00982065
2.88340712	-0.00982065
2.91325426	-0.00982065
2.94310117	-0.00966335
2.97294807	-0.00966335
3.00279522	-0.00982065
3.03264213	-0.00989930
3.06248903	-0.00982065
3.09233594	-0.00989930
3.12218285	-0.00997795
3.15202999	-0.00997795
3.18187690	-0.01029254
3.21172380	-0.01029254
3.24157071	-0.01037120
3.27141762	-0.01037120
3.30126476	-0.01060714
3.33111167	-0.01076444
3.36095858	-0.01084309
3.39080548	-0.01092174
3.42065239	-0.01100039
3.45049930	-0.01107904
3.48034668	-0.01107904
3.51019359	-0.01139363
3.54004049	-0.01139363
3.56988740	-0.01155093
3.59973431	-0.01170823
3.62958145	-0.01155093
3.65942836	-0.01170823
3.68927526	-0.01178688
3.71912217	-0.01186553
3.74896908	-0.01178688
3.77881622	-0.01178688
3.80866313	-0.01178688
3.83851027	-0.01170823
3.86835694	-0.01155093
3.89820409	-0.01139363
3.92805076	-0.01139363
3.95789814	-0.01123634
3.98774481	-0.01123634
4.01759195	-0.01092174
4.04743862	-0.01084309
4.07728577	-0.01092174
4.10713243	-0.01060714
4.13697958	-0.01060714
4.16682625	-0.01044984
4.19667339	-0.01037120
4.22652054	-0.01029254
4.25636768	-0.01013525
4.28621435	-0.00997795
4.31606150	-0.00974200
4.34590864	-0.00950605
4.37575531	-0.00919146
4.40560246	-0.00903416
4.43544912	-0.00871956
4.46529627	-0.00864091
4.49514294	-0.00832631
4.52499008	-0.00809036
4.55483723	-0.00809036
4.58468437	-0.00785442
4.61453104	-0.00777577
4.64437819	-0.00761847
4.67422485	-0.00746117
4.70407200	-0.00738252
4.73391867	-0.00722522
4.76376581	-0.00714657
4.79361248	-0.00698927
4.82345963	-0.00683198
4.85330677	-0.00659603
4.88315392	-0.00659603
4.91300106	-0.00636008
4.94284773	-0.00620278
4.97269487	-0.00636008
5.00254154	-0.00620278
5.03238869	-0.00620278
5.06223536	-0.00604548
5.09208250	-0.00620278
5.12192917	-0.00628143
5.15177631	-0.00620278
5.18162346	-0.00636008
5.21147060	-0.00636008
5.24131727	-0.00636008
5.27116442	-0.00636008
5.30101109	-0.00636008
5.33085823	-0.00620278
5.36070490	-0.00620278
5.39055204	-0.00620278
5.42039871	-0.00612413
5.45024586	-0.00604548
5.48009300	-0.00588818
5.50994015	-0.00604548
5.53978729	-0.00588818
5.56963396	-0.00588818
5.59948111	-0.00580953
5.62932777	-0.00573089
5.65917492	-0.00565224
5.68902159	-0.00549494
5.71886873	-0.00557359
5.74871540	-0.00533764
5.77856255	-0.00533764
5.80840969	-0.00533764
5.83825684	-0.00510169
5.86810350	-0.00502304
5.89795065	-0.00502304
5.92779732	-0.00494439
5.95764446	-0.00486574
5.98749113	-0.00478709
6.01733828	-0.00439385
6.04718542	-0.00439385
6.07703209	-0.00431520
6.10687923	-0.00400060
6.13672638	-0.00400060
6.16657352	-0.00376465
6.19642019	-0.00368600
6.22626734	-0.00352871
6.25611401	-0.00337141
6.28596115	-0.00321411
6.31580782	-0.00289951
6.34565496	-0.00289951
6.37550163	-0.00258491
6.40534878	-0.00258491
6.43519545	-0.00227032
6.46504307	-0.00242762
6.49488974	-0.00219167
6.52473688	-0.00211302
6.55458403	-0.00211302
6.58443069	-0.00179842
6.61427784	-0.00187707
6.64412451	-0.00171977
6.67397165	-0.00164112
6.70381832	-0.00164112
6.73366547	-0.00164112
6.76351213	-0.00164112
6.79335976	-0.00132653
6.82320642	-0.00124788
6.85305357	-0.00116923
6.88290024	-0.00109058
6.91274738	-0.00069733
6.94259405	-0.00085463
6.97244120	-0.00069733
7.00228786	-0.00054003
7.03213501	-0.00054003
7.06198168	-0.00030408
7.09182882	-0.00022544
7.12167645	-0.00022544
7.15152311	8.91621113e-5
7.18137026	0.00016781
7.21121693	0.00024646
7.24106407	0.00024646
7.27091074	0.00056106
7.30075788	0.00056106
7.33060455	0.00071836
7.36045170	0.00095430
7.39029837	0.00103295
7.42014551	0.00119025
7.44999266	0.00134755
7.47983980	0.00142620
7.50968647	0.00150485
7.53953314	0.00174080
7.56938076	0.00181945
7.59922743	0.00197675
7.62907410	0.00213404
7.65892076	0.00229134
7.68876839	0.00244864
7.71861506	0.00260594
7.74846172	0.00276324
7.77830982	0.00276324
7.80815649	0.00292054
7.83800316	0.00292054
