0.0688073 0.0016129
0.206422 0.00322581
0.298165 0.00806452
0.573394 0.0016129
0.711009 0.0016129
0.894495 -0.00483871
1.07798 -0.00645161
1.30734 -0.00645161
1.5367 -0.00806452
1.72018 -0.0112903
1.90367 -0.0112903
2.08716 0
2.13303 0.0193548
2.1789 0.0274194
2.22477 0.0274194
2.33945 0.0209677
2.40826 0.0145161
2.45413 0.00806452
2.70642 0.00645161
2.86697 0.00645161
3.1422 0.0016129
3.30275 0.0016129
3.4633 -0.00483871
3.7844 -0.00645161
4.0367 -0.00806452
4.17431 -0.00967742
4.3578 -0.0129032
4.51835 -0.00806452
4.61009 0.00967742
4.63303 0.0209677
4.74771 0.0290323
4.86239 0.0177419
4.95413 0.00967742
5.09174 0.00322581
5.25229 0.00806452
5.41284 0.00645161
5.55046 0.00967742
5.6422 0.00322581
5.80275 -0.0016129
5.94037 -0.00322581
6.44495 -0.00645161
6.58257 -0.00967742
6.72018 -0.0112903
6.88073 -0.0112903
7.04128 -0.00806452
7.11009 0.0016129
7.15596 0.0193548
7.22477 0.0274194
7.29358 0.0290323
7.33945 0.0225806
7.47706 0.0129032
7.54587 0.00483871
7.59174 0.0016129
7.72936 0.00483871
7.84404 0.00806452
7.91284 0.00967742
8.05046 0.00645161
8.21101 0.00322581
8.37156 -0.00322581
8.53211 -0.00322581
8.76147 -0.00645161
8.94495 -0.00483871
9.0367 -0.00967742
9.17431 -0.0112903
9.24312 -0.0145161
9.44954 -0.0112903
9.56422 -0.00322581
9.63303 0.00483871
9.70183 0.0129032
9.72477 0.0225806
9.77064 0.0322581
9.83945 0.0274194
